"6ec03db2:49ac02b9:c0037d9f:63d7f563";"US";"Malgré de terribles efforts et sacrifices, l'offensive du NORTHAG échoue finalement. La chute de Hambourg est une question de jours.";"Despite great efforts and terrible sacrifices, the offensive of the NORTHAG eventually failed. The fall of Hamburg is only a matter of days."
"6eca78d5:48a8e89a:ff2f9691:ee9ba232";"US";"Place a flare with a custom message";"Place a flare with a custom message."
"6ecae2da:4c68a5c9:41356b82:a8f5737b";"US";"Wilhelm RICHTER";"Wilhelm RICHTER"
"6ed2454c:42ab9ecb:dcebb69c:2d685019";"US";"1 bombardement aérien, 1 couverture aérienne, 1 reconnaissance aérienne supplémentaire disponibles.";"1 more air raid, 1 more aerial cover, 1 more recon available."
"6ed3dce3:4dddb605:b56b0fa4:fea520ab";"US";"Battle Rifle";"Battle Rifle"
"6edfee9d:4a6f550b:9ae954a4:0f6ba8a8";"US";"where they have run right into our impregnable Atlantic Wall.";"where they have run right into our impregnable Atlantic Wall."
"6ee66612:480429d2:f875109f:2dc15cbc";"US";"Both";"Both"
"6ee89cee:42f34b04:19650db3:bddb61ae";"US";"Un déploiement suédois aérien et naval en Baltique va empêcher nos déploiement depuis Leningrad pour 24 heures.";"Swedish air and naval forces in the Baltic will stop our deployment from Leningrad for 3 days.\n\nDeployments from Europe are still available."
"6eea6094:4d23d112:b8317cb3:d9cc37f0";"US";"La 61e Brigade navale est disponible.";"The 61th Naval brigade is available."
"6ef846e9:43707fa3:85f6e087:041d43ec";"US";"Be aware that the Air Force indicate heavy AA cover in this sector.";"Be aware that the Air Force indicate heavy AA cover in this sector."
"6ef91382:4c9e9d32:24acf094:93faf494";"US";;
"6ef965b1:4e8923b8:a9e8c495:2f273b73";"US";"Sea";"Sea"
"6f00ca38:4f9f80b9:8922b1bf:cccd80cc";"US";"Aiming";"Aiming"
"6f0c52a4:401311e1:531cc1b3:8eec4d55";"US";"#Arialbold{Operation Deadstick} covers the battle between British & German troops for British airborne bridgehead on D-Day.\n\nWhile the paratroopers have secured the bridges at Bénouville and the village of Ranville on the eve of the Allied invasion, they have to hold them under increasing pressure from the Germans until reinforcements get through them from Sword Beach.\n\nMeanwhile, paratroopers from 3rd Para Brigade dropped further North around Merville are now trying to link up with the main bridgehead.";"#Arialbold{Operation Deadstick} covers the battle between British & German troops for British airborne bridgehead on D-Day.\n\nWhile the paratroopers have secured the bridges at Bénouville and the village of Ranville on the eve of the Allied invasion, they have to hold them under increasing pressure from the Germans until reinforcements get through from Sword Beach.\n\nMeanwhile, paratroopers from 3rd Para Brigade dropped further North around Merville are now attempting to link up with the main bridgehead."
"6f36c415:4a7c90ef:43aef1a4:b380af27";"US";"Hence, our mission is to reach Lion-sur-Mer with as many troops as possible";"Hence, our mission is to reach Lion-sur-Mer with as many troops as possible"
"6f3a87f0:40f4e2be:e7ea00a9:15e2bcca";"US";"Renoncer à ces armes";"Give up these weapons"
"6f4a2d23:466adceb:8569bcb4:c696d8a4";"US";"A";"A"
"6f522ca5:4dbf969b:620568af:3ab07ebd";"US";"Excellent";"Excellent"
"6f5fb802:44c5c6d2:cf515594:6050dbb3";"US";"+ %1";"+ %1"
"6f77fc9d:449806ba:f1191c85:00cc70fd";"US";"The battle stopped because we had no units capable of damaging ennemy units.";"The battle stopped because we had no units capable of damaging enemy units."
"6f88c6ca:406e36ea:059e9286:b323ef69";"US";"Graphic card isn't powerful enough ; graphic settings are too high ; too many programs running in the background ; …";"Graphics card isn't powerful enough; graphics settings are too high; too many programs running in the background; …"
"6f94f3fa:496ba223:466154af:0d840699";"US";"Transport: Infantry Fighting Vehicle";"Transport: Infantry Fighting Vehicle"
"6f99d5cc:4efccfe0:4c87abaf:14bf8616";"US";"La Suède serait sur le point de lever un groupe de combat de réservistes à Sundsvall, dans l'espoir de ralentir notre avancée sur le front nord.";"Sweden is about to raise a battlegroup of reservists at Sundsvall in the hope of hampering our advance on the northern front. This unit could appear right now, or later on behind our lines."
"6fa6b8ff:4a672182:3e157793:242f43d1";"US";"Occidentaux & Soviétiques accentuent leur aide à l'Irak dans sa guerre contre son voisin iranien dans l'espoir de s'assurer un flot continu de pétrole pour alimenter la guerre.";"Western and Soviet powers are stepping up aid to Iraq in the war against its Iranian neighbor in the hope of securing a continuous flow of oil to fuel the war."
"6fb1f630:4e4c16cd:2cf470b3:c9d1c45a";"US";"The enemy battlegroup's main combat formation is in approach.";"The enemy battlegroup's main combat formation is in approach."
"6fb96b4c:4173ebf9:216dd3b4:652f175a";"US";"suivant";"Next"
"6fba1c1f:41ac9a52:bc35d082:05ee1bb5";"US";"The beachhead is too strong, Herr Major. There's nothing we could have done against such odds.";"The beachhead is too strong, Herr Major. There's nothing we could have done against such odds."
"6fc11c5b:49ff746d:2c54bfba:d5967cfb";"US";"Mouse border scroll";"Mouse border scroll"
"6fc5e5e7:4f26e098:f8359b88:aed045fc";"US";"Choisir Gorbatchev";"Choose Gorbachev"
"6fd8e305:411bdf94:c959c18e:32fadfa8";"US";"Associate Producers";"Associate Producers"
"6ff4aec4:4887096a:043e4ab6:f2183b62";"US";"#FRA FRANCE";"#FRA FRANCE"
"70153760:4841ed34:339e40b9:fb8e9eb6";"US";"Combined with a major advance from the beach, the 736. has disintegrated.";"Combined with a major advance from the beach, the 736. has disintegrated."
"7015a033:4dc58bb0:32d2afb1:edac0040";"US";"Type";"TYPE:"
"701876fc:4f534e04:8bfc1584:6f067ac7";"US";"CONTINUE";"CONTINUE"
"70360714:471d2126:5f54689c:5cbdb88a";"US";"Press C to display the line of sight from the position of your cursor.";"Press C to display the line of sight from the position of your cursor."
"703dbfe8:4c8690ac:73fa48ad:cc0ddc54";"US";"Les Marines reprennent Keflavik";"The Marines take back Reykjavik"
"7054155d:4e8b5855:6a38f2bb:cc7de0a8";"US";"Durcissement du conflit en France";"Escalation of the conflict in France"
"705b6157:482c6c0a:2a2c5fa3:52d94382";"US";"Draws";"Draws"
"7076e177:4607b071:a7822cbe:cb654b1a";"US";"Unlike vehicles, our infantry is able to ford rivers. This will be very useful to manoeuvre around the flanks of the German defenders around the bridges.";"Unlike vehicles, our infantry is able to ford rivers. This will be very useful to manoeuvre around the flanks of the German defenders around the bridges."
"707d4022:4b02366d:e4bc9db0:a4072320";"US";"CMO";"CMO"
"707d73b0:4a9d0d01:e39900ae:f9e9051b";"US";"Boot Camp, April 12th, 1944";"Boot Camp, April 12th, 1944"
"7081149a:4e07e675:ab3e2baf:d0cbf845";"US";"Game & Level Designers";"Game & Level Designers"
"7081fab1:4339497e:9d0168bd:b63ddb1e";"US";"On all fronts";"On all fronts"
"70939ed2:479e453c:9fd039b0:9f29f816";"US";"Indicates the weapon's practical rate of fire.";"Indicates the weapon's practical rate of fire."
"70988a4c:464175ea:0f382f80:90d4b58b";"US";"Our Bedford trucks are carrying supplies that will be much needed by our artillery and anti-tank guns.";"Our Bedford trucks are carrying supplies that will be much needed by our artillery and anti-tank guns."
"709d142b:472ad3e3:4cae5592:7983b14d";"US";"Paradox “Steel Division: Normandy 44” team";"Paradox “Steel Division: Normandy 44” team"
"70ae047d:44d5b307:51e3b99d:bdea8468";"US";"%1/%2";"%1/%2"
"70cfc5a7:4c026679:7b087dba:7bedcdd7";"US";"Enemy isolated PAK 43 emplacement.";"Enemy isolated PAK 43 emplacement."
"70ddb4e5:474b8279:60e9f3b5:d47367b3";"US";"INVITE";"INVITE"
"70e91e8c:4c77c41b:0ef44dbb:a219a408";"US";"Position various types of unit in the DEPLOYMENT ZONE, click on the LAUNCH BATTLE button.";"Position various types of unit in the DEPLOYMENT ZONE, click on the LAUNCH BATTLE button."
"70ebd2e6:473407c0:de736383:01931ebc";"US";"Displays the income you will get only at start of the different combat phases.";"Displays the income you will get only at the start of the different combat phases."
"70ff1258:4fd4f057:60367aa8:b8a26eac";"US";"La flotte de surface de l'OTAN est parvenue à forcer le passage de Narvik et évacué les dernières poches de résistance de la 6e Brigade norvégienne que nous y avions piégée. Il est à craindre que nous la retrouvions bientôt face à nous.";"The NATO surface fleet has managed to force a passage to Narvik and has evacuated the last pockets of resistance of the Norwegian 6th Brigade we have pinned down there.\n\nWe must expect clashes with the brigade very soon."
"710546a8:43db76c4:66e7fd97:fbe53069";"US";"A reinforcement arrow can't be used if located within enemy territory.";"A reinforcement arrow can't be used if located within enemy territory."
"710a76c6:4266cbbe:0b7a1b83:7eba31f6";"US";"Always try to seize and hold key defensive positions on the centre of the map, before your opponent.";"Always try to seize and hold key defensive positions on the centre of the map, before your opponent."
"710e56ce:473f4c36:3f11eeb4:815ad9b0";"US";"a second airborne wave landed by gliders in the 736. Grenadier-Regiment’s sector.";"a second airborne wave landed by gliders in the 736. Grenadier-Regiment’s sector."
"7117bed0:4d12e519:68b39fbe:040b2270";"US";"Game Programming Specialist";"Game Programming Specialist"
"7118ed2f:4a459da3:358ece86:cc3864c3";"US";"Mission 4: Over the hill and far away";"Mission 4: Over the hill and far away"
"71240ebd:484319ea:e511d093:08c26a2f";"US";"Ranked Games";"Ranked Games"
"713e200d:4f499b7b:5c90b2ae:bff88995";"US";"Select a specific player to chat privately with.";"Select a specific player to chat privately with."
"714377fa:40db2075:a43e638e:b7428440";"US";"As you can guess, a RECON #reco unit possesses a certain ability to spot and identify the enemy's position.";"As you can guess, a RECON #reco unit possesses a certain ability to spot and identify the enemy's position."
"714bc3dd:4d0d37a4:a5d8bb80:70c9056b";"US";"RANGE";"RANGE"
"714c3be7:4d2559a5:08b875be:604236e6";"US";"A routed unit surrenders to an enemy moving into close combat range, if no friendly unit is there to protect it.";"A routed unit surrenders to an enemy moving into close combat range, if no friendly unit is there to protect it."
"715c23ec:41addba1:2e699a9f:f9721b41";"US";"CONTINUE";"CONTINUE"
"716c2cc4:439fbeb8:d8210997:d0d5e474";"US";"Votre objectif est de détruire tous véhicules de commandement de la force rouge.";"Your objective is to destroy all the command vehicles of the red force."
"7179eafa:43ca40ce:5f02be89:76aec750";"US";"DIVISION";"DIVISION"
"717e4dba:4f390014:d0e1cd8e:109cb5ab";"US";"Capital";"Capital"
"7184d875:4b2e1643:3352fd8d:616659e0";"US";"Saint-Aubin seems to be the perfect place for an ambush, Herr Major.";"Saint-Aubin seems to be the perfect place for an ambush, Herr Major."
"71aad50c:4db7afd4:0e6723b0:2c4bf114";"US";" * DLC %1 * ";" * DLC %1 * "
"71b53101:4f4f6558:f7a93e9b:1ca218b9";"US";"NetworkDelay Alert";"Network delay Alert"
"71d6d2d3:4b596763:331d21bb:d6b68702";"US";"Leave Game";"Load Game"
"71e12121:4d625aaa:8a2ff9b3:3272a9a5";"US";"CREATE A BATTLEGROUP";"CREATE A BATTLEGROUP"
"71f09940:4bc4da83:f53a5687:0f39c905";"US";"Sr Backend developers";"Sr Backend developers"
"71f0a289:484da6b8:5ee3b298:282a9daa";"US";"Kampfgruppe Frey's vanguard";"Kampfgruppe Frey's vanguard"
"71f8b178:4621e394:1a90479c:356103c3";"US";"Retreating will make your BG lose %1 morale points.";"Retreating will make your BG lose %1 morale points."
"72021aa9:475c93dc:1d44279f:889fe809";"US";"Hold Audouville until the tanks reach the village.";"Hold Audouville until the tanks reach the village."
"7209f38c:43536092:98d885a0:c2b84dd5";"US";"The closer an anti-tank round is fired at an enemy armoured vehicle, the more powerful it will be (unless it is a HEAT round, unaffected by range).";"The closer an anti-tank round is fired at an enemy armoured vehicle, the more powerful it will be (unless it is a HEAT round, unaffected by range)."
"720e75f3:44f73ada:e18efb84:0af6a13a";"US";"Sherman DD are amphibious tanks which broke through from Utah Beach yesterday. Use them to open the way to Sainte-Mère-Eglise, but be wary of enemy anti-tank guns.";"Sherman DD are amphibious tanks which broke through from Utah Beach yesterday. Use them to open the way to Sainte-Mère-Eglise, but be wary of enemy anti-tank guns."
"720f4bcd:4d202179:9f146eae:065ab586";"US";"Activate/Deactivate units' automatic fire on enemy buildings and supply units.";"Activate/Deactivate units' automatic fire on enemy buildings and supply units."
"72346ee3:4dc8acd6:4f612f97:0701ca9e";"US";"Soviet Army advisor";"Soviet Army advisor"
"7239fc98:449e8f99:b94e43a0:b1325053";"US";"Sir, we don't have any anti-aircraft defence on the plateau. It might be a good idea to bring some.";"Sir, we don't have any anti-aircraft defence on the plateau. It might be a good idea to bring some."
"7256fe34:4ce6f50e:eef9e4ad:e779149c";"US";"Goddammit! It's an s.MG 42 #emg42!";"Goddammit! It's an s.MG 42 #emg42!"
"7264e706:46e509be:bac799bb:526afcaf";"US";"Coup de force";"Coup"
"7265654c:4e85c0cd:9dc3b3ae:ce5c0b49";"US";"Select All";"Select All"
"72720c63:4e34606e:c5c86995:2b862901";"US";"NAVAL BTY. (356mm)";"NAVAL BTY. (356mm)"
"7273e585:4b77ef60:a44c6fba:f25ab06f";"US";"EXERCICES";"EXERCISES"
"7284796d:46213e75:eef66aac:854873fd";"US";"THE OLD-TIMER";"THE OLD-TIMER"
"729763ab:466cb62f:355b9384:45f14c07";"US";"Boot Camp, April 15th, 1944";"Boot Camp, April 15th, 1944"
"72a01e3f:43ff496d:ee9593b6:5afdad71";"US";"Random Axis Custom Battlegroup";"Random Axis Custom Battlegroup"
"72a9481c:444a9b13:40889381:110d11f7";"US";"DEBRIEFING";"DEBRIEFING"
"72a94b3a:48686810:138f5897:f122b0fe";"US";"REQUISITION MENU";"REQUISITION MENU"
"72bd273b:447e8c80:c78929ae:a9410099";"US";"Display the number of weapons of a same type carried by the unit.";"Display the number of weapons of the same type carried by the unit."
