"TOKEN";"COMMENT";"DO NOT TRANSLATE";CONSTRAINT;"REFTEXT";"CLASSEMENT";"ExisteDansSlayer"
"S01Desc";"          ";"-J-pj";;"\n\n1944年6月14日カーン近郊ヴノワの司令部を襲った艦砲射撃により,フリッツ ヴィット師団長は悲劇的な死を迎えた. この悲劇が貴官に重大な結果をもたらした.クルト ”パンツァー” マイヤー親衛隊大佐は,師団の指揮を執るため招集された.親衛隊少将 カール-ハインツ ミリアスが第25装甲擲弾兵連隊の指揮を執ったので,貴官は第3大隊の指揮を引き継いだ.\n\n怠惰は貴官を不機嫌にさせるか?それは過去の事だ.今,敵は目の前にいる.6月7日,主たる戦場となった,ノルマンディの小さな村ブロンにおいて,貴官は第3大隊の指揮を執る.過去に村はカナダ軍の手に落ち,強力な反撃にも持ちこたえたのに,夜のうちにあっさりと放棄され,貴官の大隊兵によって占領された.それ以来ドイツ軍の手中にある. 貴方は,このような優れた防衛陣地を諦めるような考えをさっぱり理解できず,このような地を諦めるカナダ軍はイカレてるとしか思っていない.\n\nこの数日間,両軍はこの地域を重点的にパトロールしている.貴官の部隊も捕虜を捕まえるための多くの作戦に従事し,尋問によると,このセクターにおいて大がかりな作戦が近づいている事が明らかになった.観測員からの多くの報告(前線での敵軍の動き,航空活動が活発になり)と結びつけられる.貴官の準備はできている,部下の準備もできている.守る準備もできている.弾薬と補給物資も配給された.民間人は安全に避難した.困難な闘いになりそうだ.良い戦いができそうだ!.敵の砲が火を噴いた.時は0730.貴官はヤレヤレといった表情を浮かべる - カナダ軍はとても凡庸だ.\n\nブロンを守れ.";"\n\Brigadefuhrer Fritz Witt tragically died during a bombardment by the Royal Navy on the Divisional Command post in Venoix near Caen on 14th Jun 1944. This tragic event had important repercussions for you. Standartenfuhrer Kurt “Panzer” Meyer was summoned to the Corps’ command post and ordered to take command of the Division. Following on from that, your Commanding Officer, Obersturmbannfuhrer Karl-Heinz Milius assumed command of 25th Panzer Grenadier Regiment, and in so doing, you took over command of III Battalion.\n\nInactivity led you to brood – but that is all now in the past. Right now, the enemy are to your front. You took command of III Battalion in Buron, a small Normandy village that was the scene of much battle on 7th June. At one point, the village had fallen to the Canadians and was held against a strong counter attack. However, it was casually abandoned during the night, only to be occupied by men from your Battalion. It has been in German hands ever since. You shake your head and chuckle to yourself at the thought of anyone ever giving up such an excellent defensive position. The Canadians must be mad to have done so.\n\n Over the last few days, you and the Canadians have been patrolling the area heavily. Your troops have participated in many raids to take prisoners, and interrogation has revealed that there will shortly be a large attack in this sector. Coupled with this, there have been many reports from observers indicating a build-up of men and material across the front and a gradual increase in air activity. No matter. You are ready. Your men are ready.  The defences are ready. Supplies and ammunition have been distributed. The civilians have been evacuated to safety.  It will be a hard fight.  It will be a good fight! The enemy guns open up. You look at your watch: 0730. You shake your head and chuckle again - these Canadians are so predictable.\n\nYou are to hold Buron.";
"S01Fail";"          ";"----j";;"\n\nTry again !\n\WIP:\n\n  * WIP\n  * WIP";;
"S01PhseB";"         ";"-J--j";;"カナダ軍 第二波 %1";"CANADIAN SECOND WAVE IN %1";
"S01PhseC";"         ";"-J--j";;"ドイツ軍 増援 %1";"GERMAN REINFORCEMENTS IN %1";
"S01SAPhseA";"       ";"-J--j";;"カナダ軍 第一波 開始!";"Starting Canadian's First Wave !";
"S01SAPhseB";"       ";"-J--j";;"カナダ軍 第二波 開始!";"Starting Canadian's Second Wave !";
"S01SAPhseC";"       ";"-J-pj";;"ドイツ軍増援 到着!";"German reinforcements have arrived!";
"S01Sandbox";"       ";"----j";;"BURON - SANDBOX";;
"S01Vict";"          ";"----j";;"\n\nCongratulations !\n\WIP:\n\n  * WIP\n  * WIP";;
"S02";"              ";"-J--j";;"血のブロン 戦果";"ASSAULT ON BLOODY BURON";
"S02Cheux";"         ";"-J--j";;"シュー(CHEUX) - SCENARIO";"CHEUX - SCENARIO";
"S02Desc";"          ";"-J-pj";;"\n\nモンティは全軍挙げての攻撃のみが,カーンを防衛するドイツ軍を突破する,唯一の方法であると悟った.彼はチャーンウッド作戦と呼ばれる,3個歩兵師団による攻撃作戦を計画する.貴官の第3カナダ師団はブロンを攻撃し,奪取し,維持したのちに近辺の高地に向かって進軍する.\n\nブロン - Buron - D-ディ後,カナダ軍ノースノバの手に落ち,強力な反攻作戦からも,持ちこたえたにも関わらず, 夜のうちにあっさりと放棄された村.Buron - それ以来ドイツ軍の手中にある村.Buron - この一ヶ月間毎日,部下が見続けている村.Buron - 昼も夜も,”地獄の一角”の貴官を砲撃し続けている村.Buron - ”ヒトラーユーゲント”師団によって,少しづつ少しずつ要塞化された村.Buron - 憎き村! ヒトラーユーゲントの奴らに,貴官の多くの戦友が死ぬか,英国病院送りにされた村.噂によると,この師団は17人もの戦時捕虜から銃を取り上げ殺したらしい.なぜ貴官の大隊兵が,これほどいきり立って,戦う準備ができているか,貴官は理解するだろう.\n\n良い情報だ,とりわけ敵が抱えている障害について.明らかに全体が地雷原と塹壕のネットワークで組まれている,もっとも悪い事は,村の北にある二つの大きな対戦車壕だ.敵の気質は非常によく知られている.ノースノバスは三日前に,鳥のように歌っている３人のSSの戦時捕虜をとった.彼らが言うには,村の周りには第25装甲擲弾兵連隊の２個中隊がいる.ここ24時間で,航空機の活動は上昇していて,昨夜は敵の位置を叩く爆撃機の音が鳴り響いていた.これにより士気が500%上昇し,兵はブロンで敵と遭遇できるか?気を揉んでいる.\n\n今,貴方は時計を見ている,しかし,その必要は無いようだ.貴官の背後にある100門以上の砲が,0730を告げているからだ.部隊のバグパイプ隊が叫び,バグパイプの笛の音が空間を満たす\n\n貴官の部隊はブロンは占領し維持せよ";"\n\Monty is convinced that the only way to breach the German defences around Caen is by an all-out frontal attack. He has called this Operation CHARNWOOD, and has planned an attack, employing 3 Infantry Divisions. Your 3rd Canadian Division is to assault Buron, take it, hold it, and move forward to take the high ground beyond.\n\nBuron - the village that fell to the North Novas the day after D-Day and was held against a strong counter attack, only to be casually abandoned that night.  Buron - the village that has been in German hands ever since. Buron - the village your lads have been staring at every day for a month. Buron - the village which has been shelling your positions in “Hell’s Corner” almost continuously - day and night. Buron - the village that has been fortified little by little by the Panzer Grenadiers of the Hitlerjugend Division. Buron - the village you hate! Many of your comrades are dead or lie in British hospitals because of Hitlerjugend mortar bombs and shells. Rumour has it that this division shot dead seventeen POWs from the Winnipeg Rifles. You can understand why your Battalion is pretty fired up and ready for a fight.\n\nYour intelligence is good, especially on enemy obstacles. Apparently the whole place is a network of minefields and trench systems, the worst of which are two large Anti-Tank Ditches just north of the village. Enemy dispositions are pretty well known. The North Novas took a SS POW 3 days ago who has been singing like a bird. He says that there are 2 Companies of the 25th Panzer Grenadier Regiment in and around the village. Air activity has been increasing over the last 24 hours and last night was full of the sound of bombers as they pounded the enemy positions. This has improved the lads’ morale by 500%! They are anxious to get at the enemy in Buron now.\n\nYou look at your watch but do not need it to tell the time, as 100 or more guns behind you announce that it is 0730. Your pipe major shouts and the skirl of bagpipes fills the air.\n\nYour forces are to take and hold Buron.";
"S02Fail";"          ";"----j";;"\n\nTry again !\n\WIP:\n\n  * WIP\n  * WIP";;
"S02Vict";"          ";"----j";;"\n\nCongratulations !\n\WIP:\n\n  * WIP\n  * WIP";;
"S03SteMreE";"       ";"----j";;"SAINTE-MERE-EGLISE - SCENARIO";;
"S04Carpt";"         ";"-J--j";;"カルピケ(CARPIQUET) - SCENARIO";"CARPIQUET - SCENARIO";
"S05ColblD";"        ";"----j";;"WIP WIP WIP";;
"SCE01HD";"          ";"-J--j";;"ブロン, 1944年6月8日";"Buron, July 8th, 1944";
"SCE01HG";"          ";"-J--j";;"ハイプトマン フリッツ シュテーガー\n第３大隊指揮官\n第25装甲擲弾兵連隊";"Hauptmann Fritz Steger\nCommanding Officer III Battalion\n25th Panzer Grenadier Regiment";
"SCE02HD";"          ";"-J--j";;"ブロン, 1944年6月8日";"Buron, July 8th, 1944";
"SCE02HG";"          ";"-J--j";;"フランクリン M.グリフィス\nカナダ軍ハイランド軽歩兵部隊中佐\n第9ハイランド大隊";"Franklyn M. Griffiths\nLt. Col The Highland Light Infantry of Canada\n9th Highland Brigade";
"SCEN";"             ";"-J--j";;"突破口";"BREAKTHROUGH";
"SCENAR01";"         ";"-J--j";;"\n\n\n\n\nブロン 最後の抵抗\n--------------------------------\n\n\n";"\n\n\n\n\nLAST STAND IN BURON\n--------------------------------\n\n\n";
"SCENAR02";"         ";"-J--j";;"\n\n\n\n\n血のブロン 戦果\n--------------------------------\n\n\n";"\n\n\n\n\nASSAULT ON BLOODY BURON\n--------------------------------\n\n\n";
"SFA1CheuxL";"       ";"-J--j";;"シューへの攻勢 (連合国 攻撃) #1vs1";"Offensive on Cheux (Allied attack) #1vs1";
"SFA1CheuxX";"       ";"-J--j";;"シューへの攻勢 (枢軸国 攻撃) #1vs1";"Offensive on Cheux (Axis attack) #1vs1";
"SFA1ColblL";"       ";"-J-pj";;"コロンベル製鋼所 (連合国 攻撃) #1vs1";"Assault on Colombelles Steelworks (Allied attack) #1vs1";
"SFA1ColblX";"       ";"-J-pj";;"コロンベル製鋼所 (枢軸国 攻撃) #1vs1";"Assault on Colombelles Steelworks (Axis attack) #1vs1";
"SFA1Ct112L";"       ";"-J--j";;"第112高地 最後の抵抗 (連合国 攻撃) #1vs1";"Last stand on Hill 112 (Allied attack) #1vs1";
"SFA1Ct112X";"       ";"-J--j";;"第112高地 最後の抵抗 (枢軸国 攻撃) #1vs1";"Last stand on Hill 112 (Axis attack) #1vs1";
"SFA1MerdeL";"       ";"-J--j";;"メルドレ交差路 (連合国 攻撃) #1vs1";"Crossing the Merderet (Allied attack) #1vs1";
"SFA1MerdeX";"       ";"-J--j";;"メルドレ交差路 (枢軸国 攻撃) #1vs1";"Crossing the Merderet (Axis attack) #1vs1";
"SFA2CheuxL";"       ";"-J--j";;"シューへの攻勢 (連合国 攻撃) #2vs2";"Offensive on Cheux (Allied attack) #2vs2";
"SFA2CheuxX";"       ";"-J--j";;"シューへの攻勢 (枢軸国 攻撃) #2vs2";"Offensive on Cheux (Axis attack) #2vs2";
"SFA2ColblL";"       ";"-J-pj";;"コロンベル製鋼所 (連合国 攻撃) #2vs2";"Assault on Colombelles Steelworks (Allied attack) #2vs2";
"SFA2ColblX";"       ";"-J-pj";;"コロンベル製鋼所 (枢軸国 攻撃) #2vs2";"Assault on Colombelles Steelworks (Axis attack) #2vs2";
"SFACheuxL";"        ";"-J--j";;"シューへの攻勢";"Offensive on Cheux";
"SFACheuxX";"        ";"-J--j";;"シューへの攻勢";"Offensive on Cheux";
"SFAColblL";"        ";"-J--j";;"コロンベル製鋼所";"Assault on Colombelles";
"SFAColblX";"        ";"-J--j";;"コロンベル製鋼所";"Assault on Colombelles";
"SFACt112L";"        ";"-J--j";;"第112高地 最後の抵抗";"Last stand on Hill 112";
"SFACt112X";"        ";"-J--j";;"第112高地 最後の抵抗";"Last stand on Hill 112";
"SFAMerdeL";"        ";"-J--j";;"メルドレ交差路";"Crossing the Merderet";
"SFAMerdeX";"        ";"-J--j";;"メルドレ交差路";"Crossing the Merderet";
"SFAText";"          ";"-J-pj";;"攻撃側は,わずか地域しか支配下においていない状況下で,極端な被害(マップ上の支配地域の損失も10%以下)を抑えつつ,作戦目標を奪取します.\n\n防御側は,マップの殆どを支配下に置いています.防御側は作戦目標を支配下に置かねばならず,攻撃側に十分な損失を与えなければなりません(破壊ポイントによって).";"The Attacker only controls a small portion of the field and his mission is to take the objective without suffering excessive losses (whilst maintaining control of at least 10% of the map).\n\nThe Defender controls the largest part of the map and must retain control of the objective and inflict enough losses to the Attacker’s forces.";
